1;1;1 grande crua ralada
2;1;2
3;1;1 chávena
4;1;2 colheres de sopa
5;1;3 colheres de sopa
6;1;3 colheres de sopa
7;1;1 colher de sopa
8;1;1/2 chávena
9;2;2 colheres de sopa
10;2;650g
11;2;1 pequena picada
12;2;200g picados
13;2;1 dente esmagado
14;2;3 colheres de sopa
15;2;1 colher de sopa
16;2;
17;2;320g 
2;2;1 ovo batido
18;2;
19;2;480g cozidas
20;3;1/2 courgette
21;3;1/4 alho-francês
1;3;1
22;3;1/2 batata
23;3;
24;3;1 dente
25;3;1 colher de sopa
26;3;
